,OBJECTID_1,INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,TOP_TRAFFIC_ACCIDENT_OFFENSE,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID,BICYCLE_IND,PEDESTRIAN_IND,HARMFUL_EVENT_SEQ_1,HARMFUL_EVENT_SEQ_2,HARMFUL_EVENT_SEQ_3,ROAD_LOCATION,ROAD_DESCRIPTION,ROAD_CONTOUR,ROAD_CONDITION,LIGHT_CONDITION,TU1_VEHICLE_TYPE,TU1_TRAVEL_DIRECTION,TU1_VEHICLE_MOVEMENT,TU1_DRIVER_ACTION,TU1_DRIVER_HUMANCONTRIBFACTOR,TU1_PEDESTRIAN_ACTION,TU2_VEHICLE_TYPE,TU2_TRAVEL_DIRECTION,TU2_VEHICLE_MOVEMENT,TU2_DRIVER_ACTION,TU2_DRIVER_HUMANCONTRIBFACTOR,TU2_PEDESTRIAN_ACTION,SERIOUSLY_INJURED,FATALITIES,FATALITY_MODE_1,FATALITY_MODE_2,SERIOUSLY_INJURED_MODE_1,SERIOUSLY_INJURED_MODE_2,HUMAN_FACTOR,INJURY
161823,161824,2020213770.0,202021000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,4/8/2020 20:05,,4/8/2020 20:52,I70 HWYEB / N HAVANA ST,3178275.0,1708023.0,-104.8657432,39.77562153,5.0,512.0,Central Park,0.0,0.0,SIGN,LIGHT/UTILITY POLE,SIGN,RAN OFF RIGHT SIDE,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,RECKLESS DRIVING,AGGRESSIVE DRIVING,  ,  ,  ,  ,  ,  ,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,AGGRESSIVE DRIVING,1
32199,32200,2013242508.0,201324000000000.0,5441,0,TRAF - ACCIDENT               ,5/30/2013 11:30,,5/30/2013 12:29,W 6TH AVE / N OSAGE ST,3138648.0,1689635.0,-105.0070777,39.72581838,1.0,123.0,Baker,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,  ,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,EAST,GOING STRAIGHT,FOLLOWED TOO CLOSELY,OTHER,  ,PASSENGER CAR/VAN,EAST,SLOWING,OTHER,NO APPARENT,  ,2.0,0.0,  ,  ,PASSENGER CAR/VAN,PASSENGER CAR/VAN,OTHER,1
32200,32201,2013242510.0,201324000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,5/30/2013 11:32,,5/30/2013 12:05,N DOWNING ST / LARIMER ST,3148049.0,1705024.0,-104.97333880000001,39.76791904,2.0,211.0,Five Points,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,NORTH,GOING STRAIGHT,FAILED TO YIELD ROW,DRIVER UNFAMILIAR WITH AREA,  ,SUV,SOUTH,MAKING RIGHT TURN,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,DRIVER UNFAMILIAR WITH AREA,1
51382,51383,2014239631.0,201424000000000.0,5441,0,TRAF - ACCIDENT               ,11:00.0,,11:00.0,S QUEBEC ST / E QUINCY AVE,3167847.0,1658062.0,-104.90400840000001,39.63866278,3.0,324.0,Hampden South,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,WET,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,CARELESS DRIVING,OTHER,  ,SUV,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,2.0,0.0,  ,  ,SUV,SUV,OTHER,1
4948,4949,2018634413.0,201863000000000.0,5441,0,TRAF - ACCIDENT               ,9/15/2018 17:50,,9/15/2018 18:17,8580 E LOWRY BLVD,3172627.0,1688162.0,-104.88631409999998,39.72120659,3.0,321.0,Lowry Field,0.0,0.0,CURB,WALL OR BUILDING,OVERTURNING-NONCOLLISION,ON PRIVATE PROPERTY,PARKING LOT,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,MOTORCYCLE,EAST,GOING STRAIGHT,CARELESS DRIVING,DRIVER INEXPERIENCE,  ,  ,  ,  ,  ,  ,  ,1.0,0.0,  ,  ,MOTORCYCLE,  ,DRIVER INEXPERIENCE,1
172093,172094,2020202091.0,202020000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,4/3/2020 13:15,,4/3/2020 13:15,315 N KING ST,3131069.0,1688211.0,-105.03404809999999,39.72201902,4.0,411.0,Barnum,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON PRIVATE PROPERTY,PARKING LOT,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,WEST,BACKING,CARELESS DRIVING,NO APPARENT,  ,OTHER,WEST,OTHER,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,OTHER,  ,OTHER,1
111164,111165,20168029724.0,2016800000000000.0,5441,0,TRAF - ACCIDENT               ,7/15/2016 19:15,,7/15/2016 19:20,8100 BLK PENA BLVD OUTBOUND,,,,,5.0,,,0.0,0.0,CABLE RAIL,HIGHWAY BARRIER,CABLE RAIL,RAN OFF LEFT SIDE,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,SOUTHEAST,OTHER,CARELESS DRIVING,ILLNESS/MEDICAL,  ,  ,  ,  ,  ,  ,  ,1.0,0.0,  ,  ,SUV,  ,ILLNESS/MEDICAL,1
9994,9995,2018753027.0,201875000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,11/4/2018 0:18,,11/4/2018 0:54,W EVANS AVE / S RALEIGH ST,3128832.0,1672830.0,-105.0422761,39.6798259,4.0,421.0,Harvey Park,0.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,  ,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,CARELESS DRIVING,DUI/DWAI/DUID,  ,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,OTHER,DUI/DWAI/DUID,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,DUI/DWAI/DUID,1
64905,64906,20149500119.0,2014950000000000.0,5441,2,TRAF - ACCIDENT - FATAL       ,7/28/2014 6:52,,7/28/2014 7:32,E BAYAUD AVE / S DOWNING ST,3148146.0,1685648.0,-104.9733933,39.71472696,3.0,311.0,Speer,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,  ,EAST,  ,  ,  ,CROSS/ENTER AT INTERSECTION,MOTORCYCLE,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,1.0,PEDESTRIAN,  ,  ,  ,OTHER,1
144776,144777,2017626622.0,201763000000000.0,5441,0,TRAF - ACCIDENT               ,9/18/2017 5:48,,9/18/2017 5:50,S SANTA FE DR / W IOWA AVE,3142948.0,1675727.0,-104.99206709999999,39.6875729,3.0,313.0,Overland,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,FRONT TO FRONT WITH MV IN TRANSPORT,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,EAST,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,SUV,NORTH,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,OTHER,1
61217,61218,2014597044.0,201460000000000.0,5420,0,TRAF - ACCIDENT - DUI/DUID    ,11/8/2014 23:50,,11/9/2014 0:35,3400 BLOCK W EVANS AVE,3131980.0,1672161.0,-105.0311041,39.67794526,4.0,421.0,Harvey Park,0.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,  ,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,CURVE ON-LEVEL,DRY,DARK-LIGHTED,PICKUP TRUCK/UTILITY VAN,EAST,OTHER,CARELESS DRIVING,DUI/DWAI/DUID,  ,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,DUI/DWAI/DUID,1
161834,161835,2019752555.0,201975000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,11/27/2019 15:16,,11/27/2019 15:49,N BROADWAY ST / E 3RD AVE,3144178.0,1687890.0,-104.98745290000001,39.720944,3.0,311.0,Baker,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-LEVEL,SLUSHY,DAY LIGHT,NON-SCHOOL BUS,WEST,OTHER,FAILED TO YIELD ROW,AGGRESSIVE DRIVING,CROSS/ENTER NOT AT INTERSECTION,OTHER,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,NON-SCHOOL BUS,  ,AGGRESSIVE DRIVING,1
42559,42560,2013229278.0,201323000000000.0,5441,0,TRAF - ACCIDENT               ,5/22/2013 18:10,,5/22/2013 19:42,CHESTNUT PL / 20TH ST,3140975.0,1701279.0,-104.99857649999998,39.75774831,6.0,612.0,Union Station,1.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,  ,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTHEAST,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,BICYCLE,SOUTHWEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,OTHER,1
101349,101350,2016312770.0,201631000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,5/19/2016 17:47,,5/19/2016 18:19,W COLFAX AVE / N LIPAN ST,3140168.0,1694845.0,-105.0015723,39.74009806,1.0,123.0,Lincoln Park,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,OTHER,NORTH,GOING STRAIGHT,  ,  ,CROSS AGAINST SIGNAL,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,OTHER,  ,OTHER,1
101350,101351,2016312810.0,201631000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,5/19/2016 18:00,,5/19/2016 18:36,700 BLOCK N SHERIDAN BLVD,3125682.0,1690516.0,-105.0531584,39.72842101,1.0,122.0,Villa Park,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,FRONT TO SIDE WITH MV IN TRANSPORT,FRONT TO SIDE WITH MV IN TRANSPORT,RAN OFF RIGHT SIDE,NON INTERSECTION,STRAIGHT ON-GRADE,DRY,DAY LIGHT,SUV,NORTHEAST,MAKING RIGHT TURN,IMPROPER TURN,DRIVER UNFAMILIAR WITH AREA,  ,MOTORCYCLE,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,MOTORCYCLE,  ,DRIVER UNFAMILIAR WITH AREA,1
161828,161829,2019491359.0,201949000000000.0,5441,2,TRAF - ACCIDENT - FATAL       ,8/4/2019 20:05,,8/4/2019 20:09,W 32ND AVE / N ELIOT ST,3134118.0,1702792.0,-105.02293689999999,39.76200312,1.0,113.0,Highland,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,OTHER,EAST,GOING STRAIGHT,TURNED FROM WRONG LANE OR POSITION,DRIVER INEXPERIENCE,  ,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,1.0,OTHER,  ,  ,  ,DRIVER INEXPERIENCE,1
20466,20467,201941299.0,20194100000000.0,5441,3,TRAF - ACCIDENT - POLICE      ,1/18/2019 19:33,,1/18/2019 20:38,LARIMER ST / 22ND ST,3143343.0,1700221.0,-104.99017520000001,39.75480774,6.0,612.0,Five Points,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,WET,DARK-LIGHTED,PASSENGER CAR/VAN,SOUTHWEST,MAKING LEFT TURN,FAILED TO YIELD ROW,OTHER,  ,OTHER,SOUTHWEST,  ,  ,  ,CROSS/ENTER AT INTERSECTION,1.0,0.0,  ,  ,OTHER,  ,OTHER,1
144781,144782,2017642149.0,201764000000000.0,5441,0,TRAF - ACCIDENT               ,9/24/2017 13:16,,9/24/2017 14:58,S PARKER RD / E HARVARD AVE,3177840.0,1670499.0,-104.8682192,39.67261999,3.0,323.0,Hampden,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,WET,DAY LIGHT,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,FAILED TO YIELD ROW,AGGRESSIVE DRIVING,  ,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,AGGRESSIVE DRIVING,1
118526,118527,2016658967.0,201666000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,10/14/2016 15:30,,10/14/2016 15:30,4500 BLOCK N CROWN BLVD,3186198.0,1709867.0,-104.8375084,39.78052829,5.0,521.0,Montbello,0.0,1.0,PEDESTRIAN-TO/FROM SCHOOL,  ,PEDESTRIAN-TO/FROM SCHOOL,ON ROADWAY,DRIVEWAY ACCESS RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,OTHER,SOUTH,OTHER,IMPEDED TRAFFIC,NO APPARENT,CROSS/ENTER NOT AT INTERSECTION,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,OTHER,  ,OTHER,1
107202,107203,2016786976.0,201679000000000.0,5441,2,TRAF - ACCIDENT - FATAL       ,12/10/2016 17:29,,12/10/2016 17:29,W ALAMEDA AVE / S RARITAN ST,3138233.0,1684308.0,-105.00865559999998,39.71120085,4.0,412.0,Athmar Park,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,SUV,EAST,MAKING LEFT TURN,FAILED TO YIELD ROW,DRIVER INEXPERIENCE,  ,MOTORCYCLE,WEST,GOING STRAIGHT,EXCEED SAFE/POSTED SPEED,AGGRESSIVE DRIVING,  ,0.0,1.0,MOTORCYCLE,  ,  ,  ,DRIVER INEXPERIENCE,1
82429,82430,2015522747.0,201552000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,9/9/2015 16:55,,10:00.0,S FEDERAL BLVD / W TENNESSEE AVE,3133635.0,1679690.0,-105.02508449999999,39.69859055,4.0,412.0,Westwood,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO SIDE WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN WITH TRAILIER,NORTH,GOING STRAIGHT,RECKLESS DRIVING,NO APPARENT,OTHER,PICKUP TRUCK/UTILITY VAN,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,OTHER,1.0,0.0,  ,  ,SUV,  ,OTHER,1
72377,72378,2015147087.0,201515000000000.0,5441,0,TRAF - ACCIDENT               ,3/17/2015 10:35,,3/17/2015 11:38,N CENTRAL PARK BLVD / I70 HWYEB,3173480.0,1708536.0,-104.88278970000002,39.77712044,5.0,512.0,Stapleton,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,VEHICLE OVER 10000 LBS,NORTHWEST,MAKING LEFT TURN,FAILED TO YIELD ROW,OTHER,  ,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,3.0,0.0,  ,  ,VEHICLE OVER 10000 LBS,VEHICLE OVER 10000 LBS,OTHER,1
4835,4836,2018540756.0,201854000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,8/9/2018 7:40,,8/9/2018 9:05,I25 HWYSB / W 6TH AVE,3136882.0,1689517.0,-105.0133584,39.72552059,1.0,311.0,Baker,0.0,0.0,OTHER-NONCOLLISION,  ,OTHER-NONCOLLISION,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,MOTORCYCLE,SOUTH,GOING STRAIGHT,FOLLOWED TOO CLOSELY,DISTRACTED-OTHER,  ,HIT AND RUN UNKNOWN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,MOTORCYCLE,  ,DISTRACTED,1
166001,166002,202021239.0,20202100000000.0,5441,2,TRAF - ACCIDENT - FATAL       ,41:00.0,,1/10/2020 11:11,N SHERIDAN BLVD / W 48TH AVE,3125558.0,1710693.0,-105.05324640000002,39.78381206,1.0,111.0,Regis,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-GRADE,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,SOUTH,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,AGGRESSIVE DRIVING,  ,  ,WEST,  ,  ,NO APPARENT,OTHER,0.0,1.0,PEDESTRIAN,  ,  ,  ,AGGRESSIVE DRIVING,1
32262,32263,2013290577.0,201329000000000.0,5441,0,TRAF - ACCIDENT               ,6/26/2013 7:05,,6/26/2013 7:05,PARK AVEW / LARIMER ST,3143684.0,1700571.0,-104.9889554,39.75576329,6.0,612.0,Five Points,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,FRONT TO SIDE WITH MV IN TRANSPORT,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,NO APPARENT,  ,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,SUV,  ,OTHER,1
32264,32265,2013290639.0,201329000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,6/26/2013 8:12,,6/26/2013 8:53,2500 BLOCK S DAYTON WAY,3176000.0,1669707.0,-104.874775,39.67048072,3.0,323.0,Hampden,0.0,0.0,OVERTURNING-NONCOLLISION,FRONT TO SIDE WITH MV IN TRANSPORT,OTHER OBJECT,ON ROADWAY,NON INTERSECTION,CURVE ON-LEVEL,DRY,DAY LIGHT,SUV,SOUTHEAST,MAKING U-TURN,CARELESS DRIVING,OTHER,OTHER,MOTORCYCLE,SOUTH,GOING STRAIGHT,OTHER,OTHER,OTHER,1.0,0.0,  ,  ,MOTORCYCLE,  ,OTHER,1
96555,96556,201682066.0,20168200000000.0,5441,1,TRAF - ACCIDENT - SBI         ,2/8/2016 11:45,2/8/2016 11:45,2/8/2016 14:01,W ILIFF AVE / S DECATUR ST,3134345.0,1671106.0,-105.0227216,39.67501521,4.0,422.0,College View - South Platte,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTHWEST,MAKING LEFT TURN,RECKLESS DRIVING,EVADING LAW ENFORCEMENT OFFICER,  ,PASSENGER CAR/VAN,NORTHWEST,MAKING LEFT TURN,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,EVADING LAW ENFORCEMENT OFFICER,1
177112,177113,2019587295.0,201959000000000.0,5441,2,TRAF - ACCIDENT - FATAL       ,9/14/2019 2:13,,9/14/2019 2:13,N COLORADO BLVD / E 12TH AVE,3157308.0,1693121.0,-104.94066289999999,39.73509144,2.0,213.0,Congress Park,0.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,OTHER FIXED OBJECT,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,RECKLESS DRIVING,AGGRESSIVE DRIVING,  ,PASSENGER CAR/VAN,SOUTH,MAKING LEFT TURN,OTHER,NO APPARENT,  ,3.0,1.0,PASSENGER CAR/VAN,  ,PASSENGER CAR/VAN,PASSENGER CAR/VAN,AGGRESSIVE DRIVING,1
16211,16212,2019263523.0,201926000000000.0,5441,0,TRAF - ACCIDENT               ,4/27/2019 20:48,,4/27/2019 21:22,E COLORADO CENTER DR / S BIRCH ST,3158546.0,1672939.0,-104.936706,39.67966674,3.0,314.0,University Hills,0.0,0.0,HIGHWAY BARRIER,  ,HIGHWAY BARRIER,RAN OFF LEFT SIDE,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,MOTORCYCLE,SOUTH,GOING STRAIGHT,CARELESS DRIVING,DRIVER INEXPERIENCE,  ,  ,  ,  ,  ,  ,  ,1.0,0.0,  ,  ,MOTORCYCLE,  ,DRIVER INEXPERIENCE,1
4826,4827,2018540102.0,201854000000000.0,5441,2,TRAF - ACCIDENT - FATAL       ,11:00.0,,8/8/2018 23:49,W ALAMEDA AVE / S PECOS ST,3138903.0,1684305.0,-105.00627420000001,39.71118264,4.0,412.0,Athmar Park,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,  ,NORTH,OTHER,  ,  ,CROSS AGAINST SIGNAL,SUV,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,1.0,PEDESTRIAN,  ,  ,  ,OTHER,1
172009,172010,2019629110.0,201963000000000.0,5441,0,TRAF - ACCIDENT               ,10/1/2019 14:30,,10/1/2019 14:30,600 BLOCK N LOGAN ST,3145623.0,1689903.0,-104.9822753,39.72644759,3.0,311.0,Speer,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,DRIVEWAY ACCESS RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,  ,WEST,  ,  ,  ,CROSS/ENTER NOT AT INTERSECTION,PASSENGER CAR/VAN,NORTH,MAKING RIGHT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,1.0,0.0,  ,  ,PEDESTRIAN,  ,OTHER,1
42658,42659,2013197830.0,201320000000000.0,5441,0,TRAF - ACCIDENT               ,5/4/2013 6:00,,5/4/2013 6:14,I25 HWYNB / 20TH ST,3139350.0,1702436.0,-105.0043337,39.76094894,1.0,113.0,Highland,0.0,0.0,HIGHWAY BARRIER,  ,HIGHWAY BARRIER,ON ROADWAY,HIGHWAY INTERCHANGE,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,CARELESS DRIVING,ASLEEP AT THE WHEEL,  ,  ,  ,  ,  ,  ,  ,2.0,0.0,  ,  ,PASSENGER CAR/VAN,PASSENGER CAR/VAN,ASLEEP AT THE WHEEL,1
28249,28250,2013131831.0,201313000000000.0,5441,2,TRAF - ACCIDENT - FATAL       ,3/22/2013 19:55,,3/22/2013 21:45,1300 BLOCK N YOSEMITE ST,3173025.0,1694278.0,-104.884752,39.73798867,2.0,223.0,East Colfax,0.0,3.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,SNOWY,DARK-LIGHTED,HIT AND RUN UNKNOWN,SOUTH,GOING STRAIGHT,  ,  ,  ,OTHER,EAST,OTHER,OTHER,NO APPARENT,CROSS/ENTER AT INTERSECTION,1.0,2.0,OTHER,OTHER,OTHER,  ,OTHER,1
111268,111269,2016686523.0,201669000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,10/26/2016 15:31,,10/26/2016 15:59,N MEADE ST / W 14TH AVE,3130542.0,1694204.0,-105.03581270000001,39.73847839,1.0,122.0,West Colfax,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-GRADE,DRY,DAY LIGHT,HIT AND RUN UNKNOWN,SOUTH,GOING STRAIGHT,  ,  ,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,OTHER,1
4812,4813,2018539513.0,201854000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,8/8/2018 17:06,,8/8/2018 17:06,LAWRENCE ST / E 36TH AVE,3148227.0,1704682.0,-104.9727127,39.76697736,2.0,211.0,Cole,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,CURVE ON-GRADE,DRY,DAY LIGHT,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,FAILED TO YIELD ROW,AGGRESSIVE DRIVING,  ,BICYCLE,NORTHEAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,AGGRESSIVE DRIVING,1
177131,177132,2020275705.0,202028000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,5/5/2020 16:02,,5/5/2020 16:50,E 40TH AVE / PENA BLVD INBOUND,3199405.0,1707163.0,-104.7905949,39.77283177,5.0,522.0,Gateway - Green Valley Ranch,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,SUV,SOUTHEAST,MAKING LEFT TURN,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,OTHER,1
